InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV001399,SC4610,Scented Candle,22,2023-04-12 19:04:27.173434,139.51,C00372,Spain
INV001400,SC2607,Bamboo Tray,37,2023-04-12 20:49:18.351670,51.4,C00103,United Kingdom
INV001401,SC6179,Bamboo Tray,20,2023-04-12 22:34:09.529905,11.47,C00241,Germany
INV001402,SC7573,Ceramic Bowl,48,2023-04-13 00:19:00.708141,64.11,C00253,United Kingdom
INV001403,SC1984,Throw Pillow,48,2023-04-13 02:03:51.886377,60.06,C00220,Japan
INV001404,SC6776,Cotton Bag,48,2023-04-13 03:48:43.064612,147.99,C00397,United Kingdom
INV001405,SC4676,Metal Lantern,46,2023-04-13 05:33:34.242848,65.51,C00336,France
INV001406,SC4380,Cotton Bag,6,2023-04-13 07:18:25.421084,46.9,C00217,USA
INV001407,SC9711,Bamboo Tray,34,2023-04-13 09:03:16.599319,55.76,C00202,United Kingdom
INV001408,SC9782,Cotton Bag,14,2023-04-13 10:48:07.777555,60.44,C00029,France
INV001409,SC2050,Glass Vase,48,2023-04-13 12:32:58.955791,123.5,C00212,Australia
INV001410,SC4633,Wooden Frame,23,2023-04-13 14:17:50.134026,13.53,C00154,United Kingdom
INV001411,SC7342,Bamboo Tray,20,2023-04-13 16:02:41.312262,48.5,C00231,Spain
INV001412,SC1959,Bamboo Tray,13,2023-04-13 17:47:32.490498,145.0,C00102,United Kingdom
INV001413,SC7059,Wooden Frame,47,2023-04-13 19:32:23.668733,24.24,C00315,United Kingdom
INV001414,SC9884,Scented Candle,44,2023-04-13 21:17:14.846969,111.78,C00177,France
INV001415,SC6655,Wooden Frame,41,2023-04-13 23:02:06.025205,54.42,C00181,Germany
INV001416,SC5473,Cotton Bag,32,2023-04-14 00:46:57.203440,87.9,C00232,Sweden
INV001417,SC3946,Glass Vase,26,2023-04-14 02:31:48.381676,16.28,C00012,Belgium
INV001418,SC8725,Ceramic Bowl,14,2023-04-14 04:16:39.559911,47.0,C00186,France
INV001419,SC1526,Scented Candle,36,2023-04-14 06:01:30.738147,75.88,C00249,Germany
INV001420,SC4224,Wall Clock,8,2023-04-14 07:46:21.916383,35.91,C00266,United Kingdom
INV001421,SC2875,Ceramic Bowl,40,2023-04-14 09:31:13.094618,81.97,C00390,United Kingdom
INV001422,SC2763,Vintage Mug,22,2023-04-14 11:16:04.272854,34.13,C00135,France
INV001423,SC9712,Vintage Mug,22,2023-04-14 13:00:55.451090,98.04,C00245,USA
INV001424,SC6797,Vintage Mug,16,2023-04-14 14:45:46.629325,135.8,C00031,United Kingdom
INV001425,SC8099,Vintage Mug,27,2023-04-14 16:30:37.807561,14.2,C00347,United Kingdom
INV001426,SC6109,Glass Vase,10,2023-04-14 18:15:28.985797,33.67,C00259,France
INV001427,SC7644,Ceramic Bowl,25,2023-04-14 20:00:20.164032,126.9,C00104,United Kingdom
INV001428,SC1116,Throw Pillow,31,2023-04-14 21:45:11.342268,95.29,C00382,Netherlands
INV001429,SC3433,Metal Lantern,21,2023-04-14 23:30:02.520504,13.19,C00001,France
INV001430,SC6463,Scented Candle,27,2023-04-15 01:14:53.698739,73.72,C00207,France
INV001431,SC1583,Wall Clock,17,2023-04-15 02:59:44.876975,32.65,C00135,United Kingdom
INV001432,SC9586,Cotton Bag,33,2023-04-15 04:44:36.055211,31.07,C00271,Belgium
INV001433,SC4788,Bamboo Tray,31,2023-04-15 06:29:27.233446,141.19,C00089,United Kingdom
INV001434,SC5167,Vintage Mug,42,2023-04-15 08:14:18.411682,114.59,C00195,USA
INV001435,SC9465,Wall Clock,26,2023-04-15 09:59:09.589917,104.89,C00122,Germany
INV001436,SC2389,Bamboo Tray,21,2023-04-15 11:44:00.768153,36.98,C00116,Belgium
INV001437,SC9357,Metal Lantern,36,2023-04-15 13:28:51.946389,19.11,C00196,Spain
INV001438,SC7154,Wall Clock,1,2023-04-15 15:13:43.124624,130.82,C00036,United Kingdom
INV001439,SC6420,Ceramic Bowl,4,2023-04-15 16:58:34.302860,2.37,C00067,USA
INV001440,SC9920,Wall Clock,4,2023-04-15 18:43:25.481096,59.13,C00133,Netherlands
INV001441,SC3043,Vintage Mug,26,2023-04-15 20:28:16.659331,42.73,C00281,United Kingdom
INV001442,SC5197,Metal Lantern,4,2023-04-15 22:13:07.837567,86.2,C00011,United Kingdom
INV001443,SC4496,Cotton Bag,49,2023-04-15 23:57:59.015803,38.7,C00218,Australia
INV001444,SC1778,Throw Pillow,9,2023-04-16 01:42:50.194038,47.71,C00322,Netherlands
INV001445,SC1213,Wooden Frame,30,2023-04-16 03:27:41.372274,127.73,C00156,Spain
INV001446,SC4762,Vintage Mug,45,2023-04-16 05:12:32.550510,91.07,C00240,Spain
INV001447,SC7731,Bamboo Tray,4,2023-04-16 06:57:23.728745,23.13,C00060,Netherlands
INV001448,SC4117,Metal Lantern,5,2023-04-16 08:42:14.906981,109.38,C00138,Spain
INV001449,SC6791,Ceramic Bowl,45,2023-04-16 10:27:06.085217,32.31,C00050,Australia
INV001450,SC9783,Glass Vase,23,2023-04-16 12:11:57.263452,65.8,C00167,United Kingdom
INV001451,SC3720,Metal Lantern,16,2023-04-16 13:56:48.441688,97.52,C00165,Belgium
INV001452,SC9905,Bamboo Tray,22,2023-04-16 15:41:39.619923,41.88,C00319,United Kingdom
INV001453,SC7047,Wooden Frame,37,2023-04-16 17:26:30.798159,58.54,C00189,Germany
INV001454,SC9032,Wooden Frame,8,2023-04-16 19:11:21.976395,110.52,C00092,Spain
INV001455,SC1001,Scented Candle,48,2023-04-16 20:56:13.154630,140.78,C00294,Germany
INV001456,SC7368,Throw Pillow,33,2023-04-16 22:41:04.332866,80.09,C00376,United Kingdom
INV001457,SC2949,Bamboo Tray,38,2023-04-17 00:25:55.511102,2.98,C00289,United Kingdom
INV001458,SC7732,Wooden Frame,43,2023-04-17 02:10:46.689337,51.76,C00075,Australia
INV001459,SC8833,Scented Candle,16,2023-04-17 03:55:37.867573,60.7,C00045,Japan
INV001460,SC1917,Scented Candle,5,2023-04-17 05:40:29.045809,51.87,C00385,France
INV001461,SC4174,Scented Candle,16,2023-04-17 07:25:20.224044,66.29,C00053,France
INV001462,SC8014,Metal Lantern,7,2023-04-17 09:10:11.402280,95.45,C00175,United Kingdom
INV001463,SC1089,Scented Candle,1,2023-04-17 10:55:02.580516,19.49,C00161,United Kingdom
INV001464,SC2709,Vintage Mug,9,2023-04-17 12:39:53.758751,41.99,C00067,United Kingdom
INV001465,SC4041,Bamboo Tray,18,2023-04-17 14:24:44.936987,76.89,C00399,United Kingdom
INV001466,SC1105,Vintage Mug,45,2023-04-17 16:09:36.115223,48.36,C00361,Germany
INV001467,SC9619,Glass Vase,47,2023-04-17 17:54:27.293458,148.68,C00270,United Kingdom
INV001468,SC2895,Wooden Frame,3,2023-04-17 19:39:18.471694,65.57,C00124,United Kingdom
INV001469,SC7090,Throw Pillow,24,2023-04-17 21:24:09.649929,130.67,C00182,Netherlands
INV001470,SC9508,Scented Candle,28,2023-04-17 23:09:00.828165,134.63,C00376,Belgium
INV001471,SC7082,Ceramic Bowl,10,2023-04-18 00:53:52.006401,125.65,C00392,Sweden
INV001472,SC1634,Ceramic Bowl,9,2023-04-18 02:38:43.184636,8.46,C00182,Australia
INV001473,SC2925,Wooden Frame,13,2023-04-18 04:23:34.362872,142.24,C00036,United Kingdom
INV001474,SC3056,Glass Vase,48,2023-04-18 06:08:25.541108,20.62,C00212,Spain
INV001475,SC7917,Ceramic Bowl,35,2023-04-18 07:53:16.719343,6.61,C00384,United Kingdom
INV001476,SC4144,Vintage Mug,23,2023-04-18 09:38:07.897579,63.03,C00134,Netherlands
INV001477,SC1552,Wall Clock,47,2023-04-18 11:22:59.075815,30.4,C00353,Spain
INV001478,SC9907,Metal Lantern,17,2023-04-18 13:07:50.254050,28.85,C00178,Spain
INV001479,SC6383,Cotton Bag,46,2023-04-18 14:52:41.432286,44.24,C00166,Sweden
INV001480,SC4911,Ceramic Bowl,7,2023-04-18 16:37:32.610522,38.39,C00337,Spain
INV001481,SC4389,Throw Pillow,16,2023-04-18 18:22:23.788757,103.19,,Netherlands
INV001482,SC9442,Scented Candle,40,2023-04-18 20:07:14.966993,29.24,C00327,United Kingdom
INV001483,SC3430,Throw Pillow,36,2023-04-18 21:52:06.145229,82.15,C00046,Sweden
INV001484,SC1458,Bamboo Tray,20,2023-04-18 23:36:57.323464,147.98,,United Kingdom
INV001485,SC1207,Metal Lantern,24,2023-04-19 01:21:48.501700,65.71,C00236,Belgium
INV001486,SC1899,Vintage Mug,47,2023-04-19 03:06:39.679935,96.82,C00316,United Kingdom
INV001487,SC1021,Glass Vase,5,2023-04-19 04:51:30.858171,145.45,C00060,United Kingdom
INV001488,SC9601,Metal Lantern,45,2023-04-19 06:36:22.036407,21.94,C00005,USA
INV001489,SC1894,Cotton Bag,6,2023-04-19 08:21:13.214642,63.66,C00391,United Kingdom
INV001490,SC1514,Wall Clock,28,2023-04-19 10:06:04.392878,127.75,C00181,USA
INV001491,SC8294,Ceramic Bowl,5,2023-04-19 11:50:55.571114,139.95,C00145,United Kingdom
INV001492,SC5904,Glass Vase,49,2023-04-19 13:35:46.749349,90.78,C00315,Belgium
INV001493,SC8867,Glass Vase,39,2023-04-19 15:20:37.927585,22.8,C00265,Netherlands
INV001494,SC5109,Ceramic Bowl,38,2023-04-19 17:05:29.105821,135.37,,Netherlands
INV001495,SC8179,Ceramic Bowl,2,2023-04-19 18:50:20.284056,27.41,C00301,Germany
INV001496,SC2560,Ceramic Bowl,43,2023-04-19 20:35:11.462292,53.9,C00336,United Kingdom
INV001497,SC2266,Ceramic Bowl,39,2023-04-19 22:20:02.640528,57.26,C00237,USA
INV001498,SC4638,Ceramic Bowl,21,2023-04-20 00:04:53.818763,67.92,C00013,United Kingdom
INV001499,SC9941,Glass Vase,40,2023-04-20 01:49:44.996999,118.84,C00339,Germany
INV001500,SC4427,Wooden Frame,37,2023-04-20 03:34:36.175235,120.62,C00268,Australia
INV001501,SC5780,Wooden Frame,18,2023-04-20 05:19:27.353470,108.37,C00266,France
INV001502,SC2927,Throw Pillow,48,2023-04-20 07:04:18.531706,4.79,C00016,United Kingdom
INV001503,SC3356,Wooden Frame,46,2023-04-20 08:49:09.709941,85.38,C00092,United Kingdom
INV001504,SC5790,Cotton Bag,12,2023-04-20 10:34:00.888177,112.5,,United Kingdom
INV001505,SC1306,Wooden Frame,17,2023-04-20 12:18:52.066413,67.53,C00019,USA
INV001506,SC8979,Glass Vase,37,2023-04-20 14:03:43.244648,141.82,C00360,United Kingdom
INV001507,SC4665,Ceramic Bowl,46,2023-04-20 15:48:34.422884,123.84,C00390,Japan
INV001508,SC8057,Scented Candle,38,2023-04-20 17:33:25.601120,96.27,C00388,United Kingdom
INV001509,SC1661,Scented Candle,15,2023-04-20 19:18:16.779355,10.77,C00103,United Kingdom
INV001510,SC5644,Cotton Bag,7,2023-04-20 21:03:07.957591,98.37,C00095,Australia
INV001511,SC9503,Bamboo Tray,14,2023-04-20 22:47:59.135827,136.87,C00283,United Kingdom
INV001512,SC3920,Glass Vase,1,2023-04-21 00:32:50.314062,57.85,C00213,Australia
INV001513,SC9946,Vintage Mug,38,2023-04-21 02:17:41.492298,125.96,C00037,USA
INV001514,SC7236,Metal Lantern,3,2023-04-21 04:02:32.670534,48.0,C00393,United Kingdom
INV001515,SC7078,Throw Pillow,37,2023-04-21 05:47:23.848769,86.16,C00061,USA
INV001516,SC1352,Vintage Mug,44,2023-04-21 07:32:15.027005,97.79,C00291,Germany
INV001517,SC8005,Glass Vase,31,2023-04-21 09:17:06.205241,102.18,C00362,United Kingdom
INV001518,SC1158,Wooden Frame,43,2023-04-21 11:01:57.383476,132.56,C00303,United Kingdom
INV001519,SC1956,Ceramic Bowl,13,2023-04-21 12:46:48.561712,36.34,C00244,Belgium
INV001520,SC3071,Vintage Mug,48,2023-04-21 14:31:39.739947,0.0,C00311,United Kingdom
INV001521,SC9595,Metal Lantern,18,2023-04-21 16:16:30.918183,106.05,,USA
INV001522,SC4453,Bamboo Tray,17,2023-04-21 18:01:22.096419,27.81,C00351,France
INV001523,SC7675,Scented Candle,17,2023-04-21 19:46:13.274654,70.44,C00006,United Kingdom
INV001524,SC1955,Bamboo Tray,11,2023-04-21 21:31:04.452890,4.48,C00377,Germany
INV001525,SC7295,Metal Lantern,20,2023-04-21 23:15:55.631126,22.44,C00306,USA
INV001526,SC2712,Ceramic Bowl,10,2023-04-22 01:00:46.809361,102.31,C00165,Spain
INV001527,SC5703,Wooden Frame,29,2023-04-22 02:45:37.987597,112.5,C00013,France
INV001528,SC7563,Metal Lantern,48,2023-04-22 04:30:29.165833,18.62,C00025,USA
INV001529,SC6631,Throw Pillow,34,2023-04-22 06:15:20.344068,35.31,C00224,United Kingdom
INV001530,SC2394,Metal Lantern,17,2023-04-22 08:00:11.522304,0.0,C00123,Belgium
INV001531,SC5732,Glass Vase,42,2023-04-22 09:45:02.700540,65.86,C00129,USA
INV001532,SC4714,Wooden Frame,13,2023-04-22 11:29:53.878775,20.23,C00305,Netherlands
INV001533,SC1529,Ceramic Bowl,44,2023-04-22 13:14:45.057011,66.44,,USA
INV001534,SC3958,Scented Candle,47,2023-04-22 14:59:36.235247,110.22,,France
INV001535,SC8904,Scented Candle,39,2023-04-22 16:44:27.413482,102.98,C00083,Netherlands
INV001536,SC4591,Metal Lantern,27,2023-04-22 18:29:18.591718,43.15,C00309,France
INV001537,SC7895,Glass Vase,26,2023-04-22 20:14:09.769953,101.55,C00182,Germany
INV001538,SC1525,Vintage Mug,28,2023-04-22 21:59:00.948189,139.27,C00076,France
INV001539,SC7477,Bamboo Tray,13,2023-04-22 23:43:52.126425,53.11,C00104,United Kingdom
INV001540,SC1001,Bamboo Tray,12,2023-04-23 01:28:43.304660,50.37,C00232,Germany
INV001541,SC1374,Bamboo Tray,44,2023-04-23 03:13:34.482896,86.36,C00303,United Kingdom
INV001542,SC5648,Vintage Mug,28,2023-04-23 04:58:25.661132,37.96,C00043,United Kingdom
INV001543,SC3365,Glass Vase,2,2023-04-23 06:43:16.839367,98.26,C00093,United Kingdom
INV001544,SC2525,Bamboo Tray,37,2023-04-23 08:28:08.017603,125.09,C00144,USA
INV001545,SC2646,Throw Pillow,34,2023-04-23 10:12:59.195839,69.71,C00254,Germany
INV001546,SC1013,Vintage Mug,23,2023-04-23 11:57:50.374074,102.41,C00078,Spain
INV001547,SC5599,Vintage Mug,45,2023-04-23 13:42:41.552310,98.3,C00263,United Kingdom
INV001548,SC3278,Ceramic Bowl,29,2023-04-23 15:27:32.730546,7.24,C00070,Germany
INV001549,SC4155,Ceramic Bowl,35,2023-04-23 17:12:23.908781,28.74,C00149,United Kingdom
INV001550,SC9321,Wooden Frame,11,2023-04-23 18:57:15.087017,134.19,C00292,United Kingdom
INV001551,SC4814,Throw Pillow,48,2023-04-23 20:42:06.265253,140.93,C00214,Australia
INV001552,SC4216,Throw Pillow,33,2023-04-23 22:26:57.443488,117.4,C00360,Australia
INV001553,SC9219,Wooden Frame,11,2023-04-24 00:11:48.621724,138.31,C00310,United Kingdom
INV001554,SC3113,Throw Pillow,9,2023-04-24 01:56:39.799959,46.96,C00147,France
INV001555,SC5356,Cotton Bag,14,2023-04-24 03:41:30.978195,38.29,C00025,USA
INV001556,SC6543,Wall Clock,9,2023-04-24 05:26:22.156431,58.57,C00323,United Kingdom
INV001557,SC5555,Bamboo Tray,39,2023-04-24 07:11:13.334666,9.72,C00109,United Kingdom
INV001558,SC8062,Ceramic Bowl,48,2023-04-24 08:56:04.512902,121.77,C00181,Netherlands
INV001559,SC4374,Wooden Frame,3,2023-04-24 10:40:55.691138,147.65,C00251,United Kingdom
INV001560,SC7430,Wooden Frame,29,2023-04-24 12:25:46.869373,123.87,C00203,Japan
INV001561,SC4466,Throw Pillow,19,2023-04-24 14:10:38.047609,83.91,C00304,Australia
INV001562,SC4081,Vintage Mug,36,2023-04-24 15:55:29.225845,45.35,C00170,France
INV001563,SC1629,Scented Candle,32,2023-04-24 17:40:20.404080,30.86,C00175,Germany
INV001564,SC1269,Metal Lantern,7,2023-04-24 19:25:11.582316,55.56,C00347,Australia
INV001565,SC6724,Metal Lantern,28,2023-04-24 21:10:02.760552,100.54,C00170,United Kingdom
INV001566,SC6897,Wooden Frame,44,2023-04-24 22:54:53.938787,67.89,C00002,Sweden
INV001567,SC4432,Bamboo Tray,18,2023-04-25 00:39:45.117023,140.21,C00134,Australia
INV001568,SC7276,Cotton Bag,5,2023-04-25 02:24:36.295259,128.35,C00127,United Kingdom
INV001569,SC6895,Bamboo Tray,23,2023-04-25 04:09:27.473494,16.71,C00046,France
INV001570,SC8115,Wooden Frame,22,2023-04-25 05:54:18.651730,21.03,C00194,United Kingdom
INV001571,SC7656,Bamboo Tray,26,2023-04-25 07:39:09.829965,101.92,C00362,United Kingdom
INV001572,SC1575,Ceramic Bowl,42,2023-04-25 09:24:01.008201,35.77,C00209,Australia
INV001573,SC8029,Bamboo Tray,12,2023-04-25 11:08:52.186437,118.97,,Australia
INV001574,SC7099,Throw Pillow,40,2023-04-25 12:53:43.364672,89.32,C00058,Australia
INV001575,SC4192,Throw Pillow,19,2023-04-25 14:38:34.542908,35.63,C00078,United Kingdom
INV001576,SC4178,Cotton Bag,47,2023-04-25 16:23:25.721144,72.58,C00202,Australia
INV001577,SC7052,Ceramic Bowl,1,2023-04-25 18:08:16.899379,61.8,C00289,United Kingdom
INV001578,SC3734,Scented Candle,3,2023-04-25 19:53:08.077615,131.16,C00062,Australia
INV001579,SC7116,Vintage Mug,27,2023-04-25 21:37:59.255851,6.28,C00268,France
INV001580,SC4568,Ceramic Bowl,18,2023-04-25 23:22:50.434086,134.53,C00126,Netherlands
INV001581,SC3203,Glass Vase,30,2023-04-26 01:07:41.612322,98.33,C00049,Belgium
INV001582,SC2390,Wall Clock,2,2023-04-26 02:52:32.790558,111.02,C00088,USA
INV001583,SC2742,Wooden Frame,5,2023-04-26 04:37:23.968793,1.89,C00334,Japan
INV001584,SC2925,Glass Vase,29,2023-04-26 06:22:15.147029,94.79,C00261,Japan
INV001585,SC1619,Cotton Bag,33,2023-04-26 08:07:06.325265,88.89,C00179,Spain
INV001586,SC2274,Glass Vase,42,2023-04-26 09:51:57.503500,81.28,C00069,Sweden
INV001587,SC1956,Throw Pillow,20,2023-04-26 11:36:48.681736,118.2,C00367,USA
INV001588,SC2939,Bamboo Tray,30,2023-04-26 13:21:39.859971,84.05,C00060,Spain
INV001589,SC4953,Vintage Mug,42,2023-04-26 15:06:31.038207,128.78,C00302,United Kingdom
INV001590,SC1968,Metal Lantern,5,2023-04-26 16:51:22.216443,36.05,C00249,United Kingdom
INV001591,SC1281,Wooden Frame,21,2023-04-26 18:36:13.394678,121.19,C00169,USA
INV001592,SC7262,Metal Lantern,15,2023-04-26 20:21:04.572914,28.13,,France
INV001593,SC2058,Bamboo Tray,20,2023-04-26 22:05:55.751150,122.25,C00364,USA
INV001594,SC5293,Throw Pillow,8,2023-04-26 23:50:46.929385,141.16,C00112,United Kingdom
INV001595,SC6178,Throw Pillow,49,2023-04-27 01:35:38.107621,51.35,C00100,Germany
INV001596,SC7980,Bamboo Tray,31,2023-04-27 03:20:29.285857,80.19,C00215,Netherlands
INV001597,SC2229,Wooden Frame,12,2023-04-27 05:05:20.464092,99.26,C00113,Belgium
INV001598,SC5585,Metal Lantern,21,2023-04-27 06:50:11.642328,13.3,C00097,United Kingdom
INV001599,SC9467,Ceramic Bowl,30,2023-04-27 08:35:02.820564,74.87,C00307,USA
INV001600,SC3740,Throw Pillow,27,2023-04-27 10:19:53.998799,55.05,C00118,USA
INV001601,SC3289,Metal Lantern,44,2023-04-27 12:04:45.177035,131.06,C00036,United Kingdom
INV001602,SC2239,Scented Candle,26,2023-04-27 13:49:36.355271,131.69,C00337,Germany
INV001603,SC6370,Metal Lantern,33,2023-04-27 15:34:27.533506,105.57,C00359,United Kingdom
INV001604,SC1125,Scented Candle,26,2023-04-27 17:19:18.711742,98.88,C00290,United Kingdom
INV001605,SC8473,Scented Candle,26,2023-04-27 19:04:09.889977,110.45,C00396,France
INV001606,SC6342,Throw Pillow,36,2023-04-27 20:49:01.068213,55.85,C00389,United Kingdom
INV001607,SC8351,Wooden Frame,40,2023-04-27 22:33:52.246449,61.57,C00304,United Kingdom
INV001608,SC7638,Cotton Bag,1,2023-04-28 00:18:43.424684,83.73,C00360,USA
INV001609,SC7570,Throw Pillow,15,2023-04-28 02:03:34.602920,140.8,C00347,Australia
INV001610,SC4249,Wooden Frame,1,2023-04-28 03:48:25.781156,109.01,C00124,Australia
INV001611,SC8595,Wooden Frame,11,2023-04-28 05:33:16.959391,83.32,C00040,United Kingdom
INV001612,SC7294,Glass Vase,2,2023-04-28 07:18:08.137627,115.91,C00141,USA
INV001613,SC7527,Bamboo Tray,1,2023-04-28 09:02:59.315863,56.58,C00026,USA
INV001614,SC6757,Bamboo Tray,31,2023-04-28 10:47:50.494098,109.97,C00142,France
INV001615,SC2969,Bamboo Tray,44,2023-04-28 12:32:41.672334,62.49,C00352,Belgium
INV001616,SC1891,Wall Clock,16,2023-04-28 14:17:32.850570,43.03,C00395,USA
INV001617,SC5470,Throw Pillow,22,2023-04-28 16:02:24.028805,92.04,C00336,Spain
INV001618,SC8175,Wooden Frame,42,2023-04-28 17:47:15.207041,103.5,C00057,Spain
INV001619,SC9320,Glass Vase,18,2023-04-28 19:32:06.385277,69.71,C00150,United Kingdom
INV001620,SC7812,Scented Candle,47,2023-04-28 21:16:57.563512,85.48,C00367,United Kingdom
INV001621,SC8519,Cotton Bag,17,2023-04-28 23:01:48.741748,104.57,C00400,United Kingdom
INV001622,SC5612,Cotton Bag,30,2023-04-29 00:46:39.919983,115.5,C00205,United Kingdom
INV001623,SC2198,Scented Candle,10,2023-04-29 02:31:31.098219,134.49,C00076,United Kingdom
INV001624,SC6238,Metal Lantern,35,2023-04-29 04:16:22.276455,54.15,C00285,Belgium
INV001625,SC7089,Metal Lantern,21,2023-04-29 06:01:13.454690,142.79,C00210,United Kingdom
INV001626,SC7257,Bamboo Tray,16,2023-04-29 07:46:04.632926,96.14,C00386,Japan
INV001627,SC8705,Throw Pillow,6,2023-04-29 09:30:55.811162,118.47,C00258,Australia
INV001628,SC4719,Wall Clock,3,2023-04-29 11:15:46.989397,105.42,C00259,United Kingdom
INV001629,SC1302,Glass Vase,41,2023-04-29 13:00:38.167633,32.03,C00184,France
INV001630,SC1986,Cotton Bag,43,2023-04-29 14:45:29.345869,12.11,C00328,United Kingdom
INV001631,SC5440,Bamboo Tray,21,2023-04-29 16:30:20.524104,109.35,C00011,Japan
INV001632,SC5909,Vintage Mug,13,2023-04-29 18:15:11.702340,77.39,C00160,USA
INV001633,SC4072,Bamboo Tray,18,2023-04-29 20:00:02.880576,105.78,C00260,United Kingdom
INV001634,SC4124,Vintage Mug,24,2023-04-29 21:44:54.058811,72.31,C00393,Sweden
INV001635,SC9125,Ceramic Bowl,27,2023-04-29 23:29:45.237047,47.87,C00088,Spain
INV001636,SC4291,Wooden Frame,4,2023-04-30 01:14:36.415283,43.83,C00369,United Kingdom
INV001637,SC5033,Scented Candle,22,2023-04-30 02:59:27.593518,109.98,C00184,Netherlands
INV001638,SC6105,Wooden Frame,24,2023-04-30 04:44:18.771754,42.6,C00016,Australia
INV001639,SC1703,Bamboo Tray,40,2023-04-30 06:29:09.949989,107.63,C00244,United Kingdom
INV001640,SC9133,Wooden Frame,45,2023-04-30 08:14:01.128225,58.52,C00086,Spain
INV001641,SC1574,Glass Vase,10,2023-04-30 09:58:52.306461,115.98,,United Kingdom
INV001642,SC6704,Ceramic Bowl,2,2023-04-30 11:43:43.484696,22.71,C00010,France
INV001643,SC8848,Wall Clock,40,2023-04-30 13:28:34.662932,31.94,C00164,United Kingdom
INV001644,SC6208,Ceramic Bowl,6,2023-04-30 15:13:25.841168,103.36,C00024,Japan
INV001645,SC7924,Cotton Bag,48,2023-04-30 16:58:17.019403,84.69,C00064,Spain
INV001646,SC4828,Glass Vase,18,2023-04-30 18:43:08.197639,31.78,C00312,United Kingdom
INV001647,SC4230,Wooden Frame,17,2023-04-30 20:27:59.375875,135.57,C00238,United Kingdom
INV001648,SC1488,Wall Clock,38,2023-04-30 22:12:50.554110,42.48,C00345,United Kingdom
INV001649,SC8114,Wooden Frame,45,2023-04-30 23:57:41.732346,64.03,C00238,Spain
INV001650,SC4173,Throw Pillow,23,2023-05-01 01:42:32.910582,31.54,C00022,United Kingdom
INV001651,SC2667,Throw Pillow,46,2023-05-01 03:27:24.088817,59.12,C00180,USA
INV001652,SC5114,Metal Lantern,30,2023-05-01 05:12:15.267053,74.51,C00306,Sweden
INV001653,SC4553,Ceramic Bowl,21,2023-05-01 06:57:06.445289,45.34,C00047,Netherlands
INV001654,SC8761,Wall Clock,10,2023-05-01 08:41:57.623524,115.71,C00279,United Kingdom
INV001655,SC2000,Throw Pillow,43,2023-05-01 10:26:48.801760,60.0,C00224,Germany
INV001656,SC2388,Metal Lantern,13,2023-05-01 12:11:39.979995,109.83,C00218,France
INV001657,SC6450,Glass Vase,12,2023-05-01 13:56:31.158231,32.25,C00237,Australia
INV001658,SC4712,Wall Clock,9,2023-05-01 15:41:22.336467,57.49,C00204,Netherlands
INV001659,SC2367,Metal Lantern,4,2023-05-01 17:26:13.514702,2.7,C00339,France
INV001660,SC9189,Scented Candle,39,2023-05-01 19:11:04.692938,114.16,C00019,Germany
INV001661,SC1454,Wall Clock,24,2023-05-01 20:55:55.871174,94.44,C00180,Belgium
INV001662,SC3772,Bamboo Tray,34,2023-05-01 22:40:47.049409,122.95,C00162,United Kingdom
INV001663,SC4726,Metal Lantern,39,2023-05-02 00:25:38.227645,69.16,C00285,Germany
INV001664,SC8232,Wooden Frame,41,2023-05-02 02:10:29.405881,120.26,C00061,Spain
INV001665,SC5806,Bamboo Tray,5,2023-05-02 03:55:20.584116,97.67,C00085,United Kingdom
INV001666,SC3190,Scented Candle,15,2023-05-02 05:40:11.762352,2.04,C00035,Netherlands
INV001667,SC3875,Throw Pillow,4,2023-05-02 07:25:02.940588,39.17,C00005,USA
INV001668,SC6592,Vintage Mug,39,2023-05-02 09:09:54.118823,74.84,C00076,Netherlands
INV001669,SC2440,Metal Lantern,8,2023-05-02 10:54:45.297059,93.38,C00253,United Kingdom
INV001670,SC9927,Glass Vase,49,2023-05-02 12:39:36.475295,11.24,C00007,United Kingdom
INV001671,SC7059,Metal Lantern,45,2023-05-02 14:24:27.653530,106.2,C00169,United Kingdom
INV001672,SC8010,Vintage Mug,24,2023-05-02 16:09:18.831766,82.22,C00130,United Kingdom
INV001673,SC8117,Scented Candle,28,2023-05-02 17:54:10.010002,79.58,C00138,Japan
INV001674,SC3989,Scented Candle,43,2023-05-02 19:39:01.188237,44.87,C00358,Netherlands
INV001675,SC7228,Bamboo Tray,27,2023-05-02 21:23:52.366473,89.83,C00300,United Kingdom
INV001676,SC7471,Wall Clock,1,2023-05-02 23:08:43.544708,5.58,C00326,Sweden
INV001677,SC3863,Glass Vase,34,2023-05-03 00:53:34.722944,11.11,C00091,Spain
INV001678,SC2177,Bamboo Tray,17,2023-05-03 02:38:25.901180,110.48,C00163,United Kingdom
INV001679,SC5760,Glass Vase,37,2023-05-03 04:23:17.079415,49.3,C00318,Germany
INV001680,SC1011,Glass Vase,38,2023-05-03 06:08:08.257651,53.02,C00253,United Kingdom
INV001681,SC6252,Vintage Mug,26,2023-05-03 07:52:59.435887,32.45,C00201,Japan
INV001682,SC5399,Bamboo Tray,24,2023-05-03 09:37:50.614122,67.67,C00020,France
