InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month,MonthName,MonthOrder
INV000856,SC6142,Cotton Bag,32,2023-03-04 06:09:17.391478,146.59,C00345,Netherlands,4690.88,3,Mar,3
INV000857,SC5670,Ceramic Bowl,21,2023-03-04 07:54:08.569713,42.01,C00127,France,882.2099999999999,3,Mar,3
INV000858,SC3190,Vintage Mug,24,2023-03-04 09:38:59.747949,25.02,C00302,United Kingdom,600.48,3,Mar,3
INV000859,SC3712,Throw Pillow,18,2023-03-04 11:23:50.926185,9.23,C00121,Australia,166.14000000000001,3,Mar,3
INV000860,SC3192,Ceramic Bowl,21,2023-03-04 13:08:42.104420,37.28,C00099,United Kingdom,782.88,3,Mar,3
INV000861,SC2248,Scented Candle,10,2023-03-04 14:53:33.282656,103.08,C00166,United Kingdom,1030.8,3,Mar,3
INV000862,SC5033,Scented Candle,24,2023-03-04 16:38:24.460892,14.16,C00325,Sweden,339.84000000000003,3,Mar,3
INV000863,SC2997,Wooden Frame,40,2023-03-04 18:23:15.639127,37.84,C00319,United Kingdom,1513.6000000000001,3,Mar,3
INV000864,SC4687,Vintage Mug,47,2023-03-04 20:08:06.817363,128.51,C00241,Sweden,6039.969999999999,3,Mar,3
INV000865,SC5018,Wall Clock,21,2023-03-04 21:52:57.995599,88.07,C00050,United Kingdom,1849.4699999999998,3,Mar,3
INV000866,SC2970,Wall Clock,25,2023-03-04 23:37:49.173834,11.82,C00268,United Kingdom,295.5,3,Mar,3
INV000867,SC9389,Scented Candle,23,2023-03-05 01:22:40.352070,8.58,C00325,Australia,197.34,3,Mar,3
INV000868,SC6765,Wall Clock,22,2023-03-05 03:07:31.530306,10.58,C00073,Spain,232.76,3,Mar,3
INV000869,SC2202,Metal Lantern,4,2023-03-05 04:52:22.708541,141.37,C00300,France,565.48,3,Mar,3
INV000870,SC9135,Wooden Frame,34,2023-03-05 06:37:13.886777,127.71,C00052,Belgium,4342.139999999999,3,Mar,3
INV000871,SC6567,Scented Candle,6,2023-03-05 08:22:05.065013,126.97,C00265,United Kingdom,761.8199999999999,3,Mar,3
INV000872,SC8667,Wall Clock,28,2023-03-05 10:06:56.243248,138.75,C00227,Sweden,3885.0,3,Mar,3
INV000873,SC6742,Vintage Mug,31,2023-03-05 11:51:47.421484,76.53,C00193,United Kingdom,2372.43,3,Mar,3
INV000874,SC6788,Bamboo Tray,35,2023-03-05 13:36:38.599719,38.23,C00374,Belgium,1338.05,3,Mar,3
INV000875,SC6408,Throw Pillow,39,2023-03-05 15:21:29.777955,61.1,C00239,Germany,2382.9,3,Mar,3
INV000876,SC9669,Ceramic Bowl,42,2023-03-05 17:06:20.956191,108.25,C00010,USA,4546.5,3,Mar,3
INV000877,SC1922,Ceramic Bowl,23,2023-03-05 18:51:12.134426,131.59,C00302,Netherlands,3026.57,3,Mar,3
INV000878,SC1419,Metal Lantern,6,2023-03-05 20:36:03.312662,66.11,C00359,United Kingdom,396.65999999999997,3,Mar,3
INV000879,SC3204,Cotton Bag,16,2023-03-05 22:20:54.490898,81.0,C00228,Belgium,1296.0,3,Mar,3
INV000880,SC2120,Vintage Mug,2,2023-03-06 00:05:45.669133,139.87,C00293,United Kingdom,279.74,3,Mar,3
INV000881,SC1950,Cotton Bag,24,2023-03-06 01:50:36.847369,17.46,C00052,United Kingdom,419.04,3,Mar,3
INV000882,SC3336,Wooden Frame,17,2023-03-06 03:35:28.025605,129.55,C00240,USA,2202.3500000000004,3,Mar,3
INV000883,SC6373,Throw Pillow,45,2023-03-06 05:20:19.203840,25.16,C00099,United Kingdom,1132.2,3,Mar,3
INV000884,SC3243,Wooden Frame,1,2023-03-06 07:05:10.382076,73.35,C00081,United Kingdom,73.35,3,Mar,3
INV000885,SC3645,Scented Candle,6,2023-03-06 08:50:01.560312,33.94,C00013,France,203.64,3,Mar,3
INV000886,SC5612,Vintage Mug,5,2023-03-06 10:34:52.738547,91.04,C00390,USA,455.20000000000005,3,Mar,3
INV000887,SC2865,Scented Candle,45,2023-03-06 12:19:43.916783,84.45,C00357,United Kingdom,3800.25,3,Mar,3
INV000888,SC7028,Glass Vase,29,2023-03-06 14:04:35.095019,57.93,C00128,France,1679.97,3,Mar,3
INV000889,SC8326,Wall Clock,12,2023-03-06 15:49:26.273254,129.7,C00304,Netherlands,1556.3999999999999,3,Mar,3
INV000890,SC7371,Ceramic Bowl,39,2023-03-06 17:34:17.451490,99.48,C00011,USA,3879.7200000000003,3,Mar,3
INV000891,SC7359,Bamboo Tray,47,2023-03-06 19:19:08.629725,108.6,C00081,Sweden,5104.2,3,Mar,3
INV000892,SC8863,Scented Candle,3,2023-03-06 21:03:59.807961,23.87,C00261,Spain,71.61,3,Mar,3
INV000893,SC4228,Cotton Bag,48,2023-03-06 22:48:50.986197,132.65,C00006,Netherlands,6367.200000000001,3,Mar,3
INV000894,SC4719,Glass Vase,1,2023-03-07 00:33:42.164432,26.31,C00373,Germany,26.31,3,Mar,3
INV000895,SC3371,Ceramic Bowl,27,2023-03-07 02:18:33.342668,34.58,C00222,United Kingdom,933.66,3,Mar,3
INV000896,SC3891,Scented Candle,48,2023-03-07 04:03:24.520904,20.52,C00298,Netherlands,984.96,3,Mar,3
INV000897,SC4756,Glass Vase,24,2023-03-07 05:48:15.699139,66.89,C00081,Japan,1605.3600000000001,3,Mar,3
INV000898,SC5225,Glass Vase,44,2023-03-07 07:33:06.877375,133.32,C00003,Spain,5866.08,3,Mar,3
INV000899,SC1094,Vintage Mug,19,2023-03-07 09:17:58.055611,38.99,C00060,United Kingdom,740.8100000000001,3,Mar,3
INV000900,SC3674,Wooden Frame,8,2023-03-07 11:02:49.233846,57.0,C00221,France,456.0,3,Mar,3
INV000901,SC7898,Glass Vase,44,2023-03-07 12:47:40.412082,127.14,C00349,Australia,5594.16,3,Mar,3
INV000902,SC1793,Metal Lantern,47,2023-03-07 14:32:31.590318,93.25,C00049,Netherlands,4382.75,3,Mar,3
INV000903,SC3116,Wooden Frame,2,2023-03-07 16:17:22.768553,113.12,C00228,Netherlands,226.24,3,Mar,3
INV000904,SC6779,Ceramic Bowl,30,2023-03-07 18:02:13.946789,33.28,C00290,France,998.4000000000001,3,Mar,3
INV000905,SC7166,Ceramic Bowl,30,2023-03-07 19:47:05.125025,107.9,C00293,United Kingdom,3237.0,3,Mar,3
INV000906,SC1814,Ceramic Bowl,49,2023-03-07 21:31:56.303260,35.3,C00298,Sweden,1729.6999999999998,3,Mar,3
INV000907,SC1345,Ceramic Bowl,39,2023-03-07 23:16:47.481496,148.12,C00193,Netherlands,5776.68,3,Mar,3
INV000908,SC9554,Metal Lantern,45,2023-03-08 01:01:38.659731,84.64,C00257,United Kingdom,3808.8,3,Mar,3
INV000909,SC3443,Scented Candle,32,2023-03-08 02:46:29.837967,104.8,C00388,United Kingdom,3353.6,3,Mar,3
INV000910,SC8783,Throw Pillow,1,2023-03-08 04:31:21.016203,19.08,C00103,Sweden,19.08,3,Mar,3
INV000911,SC1984,Glass Vase,38,2023-03-08 06:16:12.194438,38.72,C00398,Belgium,1471.36,3,Mar,3
INV000912,SC8790,Ceramic Bowl,13,2023-03-08 08:01:03.372674,22.25,C00366,Germany,289.25,3,Mar,3
INV000913,SC1827,Wooden Frame,11,2023-03-08 09:45:54.550910,59.44,C00146,United Kingdom,653.8399999999999,3,Mar,3
INV000914,SC4531,Wooden Frame,10,2023-03-08 11:30:45.729145,43.69,C00290,United Kingdom,436.9,3,Mar,3
INV000915,SC8147,Glass Vase,48,2023-03-08 13:15:36.907381,110.34,C00257,United Kingdom,5296.32,3,Mar,3
INV000916,SC5451,Scented Candle,26,2023-03-08 15:00:28.085617,17.64,C00309,Australia,458.64,3,Mar,3
INV000917,SC4876,Bamboo Tray,20,2023-03-08 16:45:19.263852,113.18,C00278,Australia,2263.6000000000004,3,Mar,3
INV000918,SC6959,Bamboo Tray,17,2023-03-08 18:30:10.442088,8.29,C00189,Australia,140.92999999999998,3,Mar,3
INV000919,SC1126,Throw Pillow,17,2023-03-08 20:15:01.620324,31.5,C00178,Netherlands,535.5,3,Mar,3
INV000920,SC4177,Scented Candle,4,2023-03-08 21:59:52.798559,119.11,C00016,United Kingdom,476.44,3,Mar,3
INV000921,SC9795,Glass Vase,5,2023-03-08 23:44:43.976795,111.8,C00375,United Kingdom,559.0,3,Mar,3
INV000922,SC7024,Bamboo Tray,23,2023-03-09 01:29:35.155031,72.23,C00086,Germany,1661.2900000000002,3,Mar,3
INV000923,SC6109,Bamboo Tray,46,2023-03-09 03:14:26.333266,8.92,C00248,United Kingdom,410.32,3,Mar,3
INV000924,SC5146,Bamboo Tray,10,2023-03-09 04:59:17.511502,92.07,C00217,United Kingdom,920.6999999999999,3,Mar,3
INV000925,SC8196,Cotton Bag,46,2023-03-09 06:44:08.689737,61.9,C00042,Australia,2847.4,3,Mar,3
INV000926,SC4368,Metal Lantern,28,2023-03-09 08:28:59.867973,48.5,C00194,USA,1358.0,3,Mar,3
INV000928,SC2792,Wall Clock,43,2023-03-09 11:58:42.224444,66.34,C00373,USA,2852.6200000000003,3,Mar,3
INV000929,SC6732,Vintage Mug,26,2023-03-09 13:43:33.402680,15.22,C00163,Netherlands,395.72,3,Mar,3
INV000930,SC4476,Vintage Mug,48,2023-03-09 15:28:24.580916,137.52,C00276,Spain,6600.960000000001,3,Mar,3
INV000931,SC4417,Scented Candle,29,2023-03-09 17:13:15.759151,117.11,C00364,United Kingdom,3396.19,3,Mar,3
INV000932,SC2645,Glass Vase,27,2023-03-09 18:58:06.937387,9.87,C00130,Japan,266.48999999999995,3,Mar,3
INV000933,SC4030,Glass Vase,18,2023-03-09 20:42:58.115623,79.47,C00263,United Kingdom,1430.46,3,Mar,3
INV000934,SC3872,Vintage Mug,40,2023-03-09 22:27:49.293858,13.88,C00177,United Kingdom,555.2,3,Mar,3
INV000935,SC4072,Throw Pillow,10,2023-03-10 00:12:40.472094,125.84,C00265,United Kingdom,1258.4,3,Mar,3
INV000936,SC2854,Vintage Mug,42,2023-03-10 01:57:31.650330,92.53,C00027,Japan,3886.26,3,Mar,3
INV000937,SC5021,Glass Vase,5,2023-03-10 03:42:22.828565,27.11,C00386,Japan,135.55,3,Mar,3
INV000938,SC5662,Bamboo Tray,10,2023-03-10 05:27:14.006801,4.58,C00085,USA,45.8,3,Mar,3
INV000939,SC7514,Throw Pillow,21,2023-03-10 07:12:05.185037,6.19,C00196,Australia,129.99,3,Mar,3
INV000940,SC6031,Ceramic Bowl,24,2023-03-10 08:56:56.363272,76.84,C00316,France,1844.16,3,Mar,3
INV000941,SC3708,Wall Clock,38,2023-03-10 10:41:47.541508,110.55,C00243,Japan,4200.9,3,Mar,3
INV000942,SC8112,Cotton Bag,3,2023-03-10 12:26:38.719743,19.44,C00368,Netherlands,58.32000000000001,3,Mar,3
INV000943,SC9393,Metal Lantern,40,2023-03-10 14:11:29.897979,34.36,C00342,Sweden,1374.4,3,Mar,3
INV000944,SC4507,Ceramic Bowl,31,2023-03-10 15:56:21.076215,50.1,C00177,United Kingdom,1553.1000000000001,3,Mar,3
INV000945,SC7456,Wooden Frame,41,2023-03-10 17:41:12.254450,33.88,C00130,United Kingdom,1389.0800000000002,3,Mar,3
INV000946,SC5212,Vintage Mug,37,2023-03-10 19:26:03.432686,59.61,C00145,USA,2205.57,3,Mar,3
INV000947,SC8970,Wall Clock,2,2023-03-10 21:10:54.610922,84.6,C00083,United Kingdom,169.2,3,Mar,3
INV000948,SC9766,Vintage Mug,2,2023-03-10 22:55:45.789157,103.21,C00360,Sweden,206.42,3,Mar,3
INV000949,SC1536,Vintage Mug,39,2023-03-11 00:40:36.967393,144.62,C00088,France,5640.18,3,Mar,3
INV000950,SC2625,Ceramic Bowl,49,2023-03-11 02:25:28.145629,139.73,C00020,Sweden,6846.7699999999995,3,Mar,3
INV000951,SC8973,Bamboo Tray,42,2023-03-11 04:10:19.323864,86.16,C00230,United Kingdom,3618.72,3,Mar,3
INV000952,SC9577,Bamboo Tray,44,2023-03-11 05:55:10.502100,110.52,C00126,Netherlands,4862.88,3,Mar,3
INV000953,SC9070,Cotton Bag,34,2023-03-11 07:40:01.680336,142.7,C00354,France,4851.799999999999,3,Mar,3
INV000955,SC9609,Vintage Mug,20,2023-03-11 11:09:44.036807,2.34,C00088,France,46.8,3,Mar,3
INV000956,SC7490,Scented Candle,33,2023-03-11 12:54:35.215043,5.93,C00170,Japan,195.69,3,Mar,3
INV000957,SC4600,Bamboo Tray,4,2023-03-11 14:39:26.393278,85.16,C00063,Netherlands,340.64,3,Mar,3
INV000958,SC7783,Glass Vase,45,2023-03-11 16:24:17.571514,114.78,C00089,United Kingdom,5165.1,3,Mar,3
INV000959,SC5971,Wall Clock,44,2023-03-11 18:09:08.749749,56.01,C00189,Belgium,2464.44,3,Mar,3
INV000960,SC2205,Scented Candle,11,2023-03-11 19:53:59.927985,82.47,C00190,United Kingdom,907.17,3,Mar,3
INV000961,SC2990,Ceramic Bowl,42,2023-03-11 21:38:51.106221,78.18,C00387,Germany,3283.5600000000004,3,Mar,3
INV000962,SC6299,Ceramic Bowl,47,2023-03-11 23:23:42.284456,15.57,C00089,United Kingdom,731.79,3,Mar,3
INV000963,SC4572,Cotton Bag,5,2023-03-12 01:08:33.462692,49.26,C00348,Belgium,246.29999999999998,3,Mar,3
INV000964,SC6975,Cotton Bag,25,2023-03-12 02:53:24.640928,4.39,C00332,United Kingdom,109.74999999999999,3,Mar,3
INV000965,SC7320,Throw Pillow,49,2023-03-12 04:38:15.819163,17.94,C00026,United Kingdom,879.0600000000001,3,Mar,3
INV000966,SC5380,Glass Vase,37,2023-03-12 06:23:06.997399,122.06,C00176,Sweden,4516.22,3,Mar,3
INV000967,SC5757,Wall Clock,34,2023-03-12 08:07:58.175635,124.67,C00364,USA,4238.78,3,Mar,3
INV000968,SC3713,Glass Vase,9,2023-03-12 09:52:49.353870,120.59,C00264,United Kingdom,1085.31,3,Mar,3
INV000969,SC6588,Wooden Frame,6,2023-03-12 11:37:40.532106,109.43,C00389,Spain,656.58,3,Mar,3
INV000970,SC1966,Cotton Bag,18,2023-03-12 13:22:31.710342,119.31,C00395,Belgium,2147.58,3,Mar,3
INV000971,SC5944,Throw Pillow,14,2023-03-12 15:07:22.888577,101.14,C00042,United Kingdom,1415.96,3,Mar,3
INV000972,SC4432,Metal Lantern,19,2023-03-12 16:52:14.066813,100.97,C00119,USA,1918.43,3,Mar,3
INV000973,SC1688,Vintage Mug,14,2023-03-12 18:37:05.245049,100.6,C00169,France,1408.3999999999999,3,Mar,3
INV000975,SC4701,Metal Lantern,17,2023-03-12 22:06:47.601520,55.46,C00147,France,942.82,3,Mar,3
INV000977,SC6182,Glass Vase,29,2023-03-13 01:36:29.957991,45.85,C00376,United Kingdom,1329.65,3,Mar,3
INV000978,SC7704,Metal Lantern,42,2023-03-13 03:21:21.136227,82.12,C00189,Spain,3449.04,3,Mar,3
INV000979,SC5422,Throw Pillow,17,2023-03-13 05:06:12.314462,65.85,C00160,United Kingdom,1119.4499999999998,3,Mar,3
INV000980,SC2759,Wall Clock,43,2023-03-13 06:51:03.492698,42.58,C00302,Germany,1830.9399999999998,3,Mar,3
INV000981,SC3482,Metal Lantern,8,2023-03-13 08:35:54.670934,146.24,C00348,United Kingdom,1169.92,3,Mar,3
INV000982,SC9058,Throw Pillow,1,2023-03-13 10:20:45.849169,39.92,C00074,USA,39.92,3,Mar,3
INV000983,SC1951,Cotton Bag,45,2023-03-13 12:05:37.027405,47.43,C00352,United Kingdom,2134.35,3,Mar,3
INV000984,SC9914,Scented Candle,36,2023-03-13 13:50:28.205641,25.5,C00018,Germany,918.0,3,Mar,3
INV000985,SC3079,Ceramic Bowl,7,2023-03-13 15:35:19.383876,123.71,C00140,Germany,865.9699999999999,3,Mar,3
INV000986,SC3717,Ceramic Bowl,46,2023-03-13 17:20:10.562112,88.61,C00115,Spain,4076.06,3,Mar,3
INV000987,SC5524,Wooden Frame,5,2023-03-13 19:05:01.740348,92.54,C00328,France,462.70000000000005,3,Mar,3
INV000988,SC9477,Glass Vase,24,2023-03-13 20:49:52.918583,123.35,C00225,Spain,2960.3999999999996,3,Mar,3
INV000989,SC8311,Wall Clock,28,2023-03-13 22:34:44.096819,52.42,C00046,United Kingdom,1467.76,3,Mar,3
INV000990,SC8186,Scented Candle,43,2023-03-14 00:19:35.275055,30.25,C00038,United Kingdom,1300.75,3,Mar,3
INV000991,SC3065,Scented Candle,17,2023-03-14 02:04:26.453290,30.96,C00206,France,526.32,3,Mar,3
INV000992,SC1768,Cotton Bag,37,2023-03-14 03:49:17.631526,110.29,C00386,Sweden,4080.73,3,Mar,3
INV000993,SC6490,Metal Lantern,20,2023-03-14 05:34:08.809761,92.7,C00009,United Kingdom,1854.0,3,Mar,3
INV000994,SC7645,Glass Vase,3,2023-03-14 07:18:59.987997,32.14,C00253,United Kingdom,96.42,3,Mar,3
INV000995,SC6083,Vintage Mug,37,2023-03-14 09:03:51.166233,23.04,C00108,United Kingdom,852.48,3,Mar,3
INV000996,SC6232,Scented Candle,26,2023-03-14 10:48:42.344468,19.42,C00389,Australia,504.9200000000001,3,Mar,3
INV000997,SC6797,Throw Pillow,15,2023-03-14 12:33:33.522704,94.73,C00098,Germany,1420.95,3,Mar,3
INV000998,SC5926,Vintage Mug,48,2023-03-14 14:18:24.700940,1.52,C00275,USA,72.96000000000001,3,Mar,3
INV000999,SC7016,Wooden Frame,8,2023-03-14 16:03:15.879175,4.22,C00071,United Kingdom,33.76,3,Mar,3
INV001000,SC4335,Metal Lantern,13,2023-03-14 17:48:07.057411,59.35,C00039,United Kingdom,771.5500000000001,3,Mar,3
INV001001,SC9038,Metal Lantern,48,2023-03-14 19:32:58.235647,104.17,C00298,United Kingdom,5000.16,3,Mar,3
INV001002,SC5873,Wall Clock,3,2023-03-14 21:17:49.413882,104.71,C00090,Australia,314.13,3,Mar,3
INV001003,SC2481,Scented Candle,1,2023-03-14 23:02:40.592118,65.37,C00219,Netherlands,65.37,3,Mar,3
INV001004,SC7305,Cotton Bag,9,2023-03-15 00:47:31.770354,104.12,C00107,United Kingdom,937.08,3,Mar,3
INV001005,SC4451,Bamboo Tray,31,2023-03-15 02:32:22.948589,78.88,C00392,Sweden,2445.2799999999997,3,Mar,3
INV001006,SC1054,Bamboo Tray,41,2023-03-15 04:17:14.126825,146.57,C00096,United Kingdom,6009.37,3,Mar,3
INV001007,SC8643,Ceramic Bowl,26,2023-03-15 06:02:05.305061,25.63,C00032,Netherlands,666.38,3,Mar,3
INV001008,SC4462,Throw Pillow,17,2023-03-15 07:46:56.483296,90.7,C00126,France,1541.9,3,Mar,3
INV001009,SC1832,Vintage Mug,34,2023-03-15 09:31:47.661532,74.45,C00147,United Kingdom,2531.3,3,Mar,3
INV001010,SC6954,Wooden Frame,9,2023-03-15 11:16:38.839767,30.38,C00280,USA,273.42,3,Mar,3
INV001011,SC9519,Ceramic Bowl,13,2023-03-15 13:01:30.018003,112.87,C00024,USA,1467.31,3,Mar,3
INV001012,SC8221,Metal Lantern,5,2023-03-15 14:46:21.196239,42.41,C00209,Germany,212.04999999999998,3,Mar,3
INV001013,SC4310,Vintage Mug,41,2023-03-15 16:31:12.374474,58.18,C00120,Australia,2385.38,3,Mar,3
INV001014,SC4300,Glass Vase,13,2023-03-15 18:16:03.552710,57.16,C00274,United Kingdom,743.0799999999999,3,Mar,3
INV001015,SC7722,Scented Candle,1,2023-03-15 20:00:54.730946,37.76,C00140,Netherlands,37.76,3,Mar,3
INV001016,SC8218,Wooden Frame,25,2023-03-15 21:45:45.909181,65.46,C00297,United Kingdom,1636.4999999999998,3,Mar,3
INV001017,SC8776,Glass Vase,47,2023-03-15 23:30:37.087417,71.79,C00343,USA,3374.13,3,Mar,3
INV001018,SC4675,Cotton Bag,4,2023-03-16 01:15:28.265653,112.02,C00082,United Kingdom,448.08,3,Mar,3
INV001019,SC4054,Scented Candle,36,2023-03-16 03:00:19.443888,115.11,C00400,United Kingdom,4143.96,3,Mar,3
INV001020,SC8970,Vintage Mug,10,2023-03-16 04:45:10.622124,25.05,C00208,United Kingdom,250.5,3,Mar,3
INV001021,SC3143,Scented Candle,28,2023-03-16 06:30:01.800360,89.53,C00033,United Kingdom,2506.84,3,Mar,3
INV001022,SC6207,Ceramic Bowl,6,2023-03-16 08:14:52.978595,134.59,C00024,France,807.54,3,Mar,3
INV001023,SC3538,Wall Clock,27,2023-03-16 09:59:44.156831,17.65,C00061,United Kingdom,476.54999999999995,3,Mar,3
INV001024,SC5547,Ceramic Bowl,12,2023-03-16 11:44:35.335067,71.73,C00311,Spain,860.76,3,Mar,3
INV001025,SC6619,Cotton Bag,48,2023-03-16 13:29:26.513302,112.93,C00189,United Kingdom,5420.64,3,Mar,3
INV001026,SC9356,Throw Pillow,3,2023-03-16 15:14:17.691538,92.31,C00084,Netherlands,276.93,3,Mar,3
INV001027,SC7612,Glass Vase,46,2023-03-16 16:59:08.869773,16.44,C00225,Australia,756.24,3,Mar,3
INV001028,SC6005,Ceramic Bowl,33,2023-03-16 18:44:00.048009,60.4,C00168,Japan,1993.2,3,Mar,3
INV001029,SC1822,Wall Clock,10,2023-03-16 20:28:51.226245,76.83,C00186,Japan,768.3,3,Mar,3
INV001030,SC1943,Throw Pillow,31,2023-03-16 22:13:42.404480,149.38,C00375,USA,4630.78,3,Mar,3
INV001031,SC7150,Ceramic Bowl,15,2023-03-16 23:58:33.582716,28.02,C00072,Spain,420.3,3,Mar,3
INV001032,SC5425,Metal Lantern,7,2023-03-17 01:43:24.760952,147.39,C00074,Germany,1031.73,3,Mar,3
INV001033,SC9966,Wall Clock,36,2023-03-17 03:28:15.939187,57.36,C00385,Spain,2064.96,3,Mar,3
INV001034,SC3198,Glass Vase,14,2023-03-17 05:13:07.117423,31.25,C00341,Sweden,437.5,3,Mar,3
INV001035,SC5242,Wooden Frame,48,2023-03-17 06:57:58.295659,63.0,C00153,United Kingdom,3024.0,3,Mar,3
INV001036,SC4695,Bamboo Tray,14,2023-03-17 08:42:49.473894,92.68,C00096,France,1297.52,3,Mar,3
INV001037,SC4452,Throw Pillow,3,2023-03-17 10:27:40.652130,33.2,C00053,United Kingdom,99.60000000000001,3,Mar,3
INV001038,SC2308,Metal Lantern,49,2023-03-17 12:12:31.830366,44.78,C00174,France,2194.2200000000003,3,Mar,3
INV001039,SC5177,Wooden Frame,46,2023-03-17 13:57:23.008601,128.4,C00110,Germany,5906.400000000001,3,Mar,3
INV001041,SC7852,Wall Clock,22,2023-03-17 17:27:05.365073,48.75,C00051,France,1072.5,3,Mar,3
INV001042,SC7035,Metal Lantern,19,2023-03-17 19:11:56.543308,23.61,C00377,Japan,448.59,3,Mar,3
INV001043,SC4594,Scented Candle,35,2023-03-17 20:56:47.721544,119.29,C00253,France,4175.150000000001,3,Mar,3
INV001044,SC5841,Vintage Mug,12,2023-03-17 22:41:38.899779,90.67,C00073,USA,1088.04,3,Mar,3
INV001045,SC2409,Vintage Mug,5,2023-03-18 00:26:30.078015,16.41,C00212,United Kingdom,82.05,3,Mar,3
INV001046,SC5566,Throw Pillow,10,2023-03-18 02:11:21.256251,142.1,C00212,Germany,1421.0,3,Mar,3
INV001047,SC5491,Wall Clock,41,2023-03-18 03:56:12.434486,13.09,C00251,France,536.6899999999999,3,Mar,3
INV001048,SC2555,Metal Lantern,33,2023-03-18 05:41:03.612722,94.37,C00168,United Kingdom,3114.21,3,Mar,3
INV001049,SC1804,Cotton Bag,13,2023-03-18 07:25:54.790958,64.45,C00263,Germany,837.85,3,Mar,3
INV001050,SC2279,Metal Lantern,35,2023-03-18 09:10:45.969193,84.16,C00331,Australia,2945.6,3,Mar,3
INV001051,SC8083,Ceramic Bowl,32,2023-03-18 10:55:37.147429,33.16,C00230,Australia,1061.12,3,Mar,3
INV001052,SC6986,Vintage Mug,11,2023-03-18 12:40:28.325665,103.68,C00239,Australia,1140.48,3,Mar,3
INV001053,SC6619,Glass Vase,48,2023-03-18 14:25:19.503900,144.02,C00275,Germany,6912.960000000001,3,Mar,3
INV001054,SC2387,Vintage Mug,38,2023-03-18 16:10:10.682136,69.58,C00143,United Kingdom,2644.04,3,Mar,3
INV001055,SC3679,Vintage Mug,24,2023-03-18 17:55:01.860372,79.16,C00070,Australia,1899.84,3,Mar,3
INV001057,SC9173,Scented Candle,19,2023-03-18 21:24:44.216843,133.94,C00394,United Kingdom,2544.86,3,Mar,3
INV001058,SC5223,Cotton Bag,6,2023-03-18 23:09:35.395079,145.72,C00174,United Kingdom,874.3199999999999,3,Mar,3
INV001059,SC5831,Wooden Frame,40,2023-03-19 00:54:26.573314,118.27,C00336,United Kingdom,4730.8,3,Mar,3
INV001060,SC3768,Wooden Frame,45,2023-03-19 02:39:17.751550,82.1,C00109,United Kingdom,3694.4999999999995,3,Mar,3
INV001061,SC4186,Scented Candle,44,2023-03-19 04:24:08.929785,143.58,C00203,United Kingdom,6317.52,3,Mar,3
INV001062,SC3573,Vintage Mug,42,2023-03-19 06:09:00.108021,24.35,C00185,United Kingdom,1022.7,3,Mar,3
INV001063,SC3599,Wooden Frame,35,2023-03-19 07:53:51.286257,72.56,C00291,Netherlands,2539.6,3,Mar,3
INV001064,SC5033,Wall Clock,4,2023-03-19 09:38:42.464492,81.33,C00328,United Kingdom,325.32,3,Mar,3
INV001065,SC9428,Cotton Bag,33,2023-03-19 11:23:33.642728,74.55,C00092,Germany,2460.15,3,Mar,3
INV001066,SC2304,Wooden Frame,13,2023-03-19 13:08:24.820964,120.66,C00259,Belgium,1568.58,3,Mar,3
INV001067,SC8368,Scented Candle,36,2023-03-19 14:53:15.999199,101.05,C00322,USA,3637.7999999999997,3,Mar,3
INV001068,SC6877,Ceramic Bowl,43,2023-03-19 16:38:07.177435,20.31,C00206,United Kingdom,873.3299999999999,3,Mar,3
INV001069,SC2301,Wooden Frame,19,2023-03-19 18:22:58.355671,52.95,C00052,Sweden,1006.0500000000001,3,Mar,3
INV001070,SC3541,Cotton Bag,43,2023-03-19 20:07:49.533906,51.85,C00349,United Kingdom,2229.55,3,Mar,3
INV001071,SC3051,Throw Pillow,12,2023-03-19 21:52:40.712142,85.5,C00181,United Kingdom,1026.0,3,Mar,3
INV001072,SC7809,Throw Pillow,11,2023-03-19 23:37:31.890378,44.78,C00303,Japan,492.58000000000004,3,Mar,3
INV001073,SC9633,Wall Clock,6,2023-03-20 01:22:23.068613,18.91,C00003,Belgium,113.46000000000001,3,Mar,3
INV001074,SC9996,Metal Lantern,12,2023-03-20 03:07:14.246849,98.57,C00399,Germany,1182.84,3,Mar,3
INV001075,SC1074,Metal Lantern,27,2023-03-20 04:52:05.425085,127.88,C00084,Netherlands,3452.7599999999998,3,Mar,3
INV001076,SC7981,Wooden Frame,41,2023-03-20 06:36:56.603320,139.84,C00214,Netherlands,5733.4400000000005,3,Mar,3
INV001077,SC6475,Glass Vase,25,2023-03-20 08:21:47.781556,145.93,C00034,United Kingdom,3648.25,3,Mar,3
INV001078,SC9232,Ceramic Bowl,42,2023-03-20 10:06:38.959791,117.5,C00050,United Kingdom,4935.0,3,Mar,3
INV001079,SC8184,Scented Candle,3,2023-03-20 11:51:30.138027,22.25,C00289,Germany,66.75,3,Mar,3
INV001080,SC6796,Ceramic Bowl,3,2023-03-20 13:36:21.316263,128.19,C00329,Belgium,384.57,3,Mar,3
INV001081,SC8141,Throw Pillow,20,2023-03-20 15:21:12.494498,60.89,C00259,United Kingdom,1217.8,3,Mar,3
INV001083,SC9041,Cotton Bag,23,2023-03-20 18:50:54.850970,80.39,C00388,United Kingdom,1848.97,3,Mar,3
